Delta_0,Theta_0,Alpha_0,Beta_0,Gamma_0,IEN_0,Delta_1,Theta_1,Alpha_1,Beta_1,Gamma_1,IEN_1,Delta_2,Theta_2,Alpha_2,Beta_2,Gamma_2,IEN_2,Delta_3,Theta_3,Alpha_3,Beta_3,Gamma_3,IEN_3,IEN_Global,mean_0,mean_1,mean_2,mean_3,mean_d_h2h1_0,mean_d_h2h1_1,mean_d_h2h1_2,mean_d_h2h1_3,std_0,std_1,std_2,std_3,std_d_h2h1_0,std_d_h2h1_1,std_d_h2h1_2,std_d_h2h1_3,Label
0.019104371985922197,0.00419751392130018,0.0021185612964985095,0.0017757427521338557,0.0015546310357882483,0.2811020434156946,0.002604533387438772,0.0014453898482914963,0.0009559690475810894,0.0010169548257273064,0.0006217755111565838,0.4233151122734006,0.12840724237980705,0.021888957634633867,0.017379737204308403,0.023231541085867658,0.019493299452268294,0.591589549680682,0.004862593919376147,0.003188772519750065,0.0012842967375406135,0.0011716836477227946,0.0010987870357331206,0.26188321645077095,0.38947248045513705,31.406429687500005,35.022734375,213.86148046875,21.45196875,-6.808305916604136,-1.258172877515676,13.034091474947815,1.9923406393673768,21.726291179241187,4.319379059072192,246.40527102914297,7.122007967292591,0.8789230789318587,-0.8936306117408596,18.1624990006832,2.6967060840582087,2.0
0.009552117743956793,0.0031081065706099024,0.0017675024976858374,0.0011909092295957612,0.001204800266809132,0.24420846799843152,0.0018669114381732125,0.0015952694170705928,0.000866393009590937,0.0007437775925855009,0.00038814327077080663,0.3020217405898345,0.12145570144783184,0.033748853487491445,0.030349496403894786,0.02598209377052117,0.028190979551626253,0.40534098730403323,0.0037027193864789545,0.0019884532984638797,0.0009421114825636449,0.0008686580954088605,0.0004789791177920334,0.29631209278765874,0.3119708221699895,29.34073828125,29.1557421875,179.00656250000003,18.2971640625,-7.588320363627645,0.7893382298432136,229.169409980492,4.30188682517063,17.952504980378983,4.412409161069395,399.6884131132507,7.357870394749391,8.813561664514651,1.9240407461597353,-8.375413109869555,-1.8756834921361545,2.0
0.07036233587803367,0.026746602633640006,0.016753008087673493,0.009951893108630568,0.007337546842552069,0.22877594000662044,0.05693199305262814,0.02377441442804861,0.008272428527468699,0.007103573926815023,0.005160874256682267,0.2216552900822326,0.14079474896581062,0.04678247421366887,0.026138070934439924,0.012440333541639599,0.007358001798274592,0.1705988746723949,0.051182319418969946,0.017332673294824925,0.01550419895856452,0.008338561278010031,0.005984773817312501,0.25393122957743847,0.2187403335846716,19.17457421875,25.61190234375,33.04099609375,-15.161503906250003,1.6579401734932195,6.847969240956683,-26.505285570207135,0.4261759424716178,15.22070659178168,7.630542954894003,20.759513796274465,7.918090724649824,-3.0702317341450005,-3.2900007162009066,-6.619050342386824,0.4270364033635401,0.0
0.06368353717467598,0.0723485139264961,0.02742929613906414,0.01650141209916156,0.011992803988611382,0.1653799247387217,0.030802675199384833,0.02826350145592535,0.01637932771510654,0.01203627061297315,0.005713874193554414,0.26960659147005117,0.05885136893739991,0.031283855500074446,0.018079528059154585,0.014495940899405157,0.0060067133735829704,0.29365181643588123,0.09466772120579399,0.06530688939649225,0.0272263826006336,0.015240059594120963,0.01361325717101528,0.16469637967859438,0.22333367808081214,19.75631640625,16.729351562500003,26.6818984375,0.762953125,-5.766724146598488,-0.2570184646363636,0.9692438496884392,-5.552738718783643,11.477225778008687,4.4009331009717405,6.00092440403551,9.947469841203166,-2.0435591314829735,-1.2263584118566988,-2.8229353875813343,0.30852510503609126,0.0
0.006544616289426363,0.004451596589296488,0.005698901019182565,0.0016425941319333306,0.0014725150952396566,0.1618080597843368,0.008992430502157908,0.0037461618104316155,0.0012789312625159932,0.0012636013395521217,0.0007600760964222774,0.2514082650704016,0.051245126294313895,0.0230711086796131,0.045461316372814635,0.047477058870203426,0.03176657696775086,0.6927577139750962,0.013295573391180107,0.006352540656275088,0.004967471928594803,0.0018845179497037718,0.0014524714317252134,0.1664619604983356,0.31810899983204255,32.59660546875,24.848945312500003,-98.18840234374998,28.827648437500002,-0.4024104482905954,1.5063960468599011,-9.924700164359392,1.6543663382167253,12.89563848808872,7.0641882675557275,176.99949760965177,12.810072313779118,-3.708321855760397,-3.1108880743793383,10.786539484887612,-3.3972772434471246,1.0
0.09454087481240415,0.03710855895684651,0.03344277953391178,0.020719683296971887,0.012353698040412774,0.2936781932421131,0.09283418860597084,0.023017301857592105,0.025047216894156774,0.008976103633808748,0.005922500159874645,0.18674725389252456,0.10486166334185225,0.06082204763528204,0.03375036543310766,0.019439960117269908,0.012124575299707785,0.20555417729517828,0.08024291209003857,0.0385726716237902,0.015159166571374548,0.014356551159568015,0.0117070582522566,0.26718393522082584,0.23829088991266045,18.888484375,18.4192734375,33.535,18.396382812500004,9.88422139094955,9.343259260225434,-7.354847032402111,6.9756007445392605,15.384429386427204,9.207900776845678,12.725801960709841,10.127246300868164,-2.218612404526205,-2.266892521787721,-5.986627152239695,0.23156917841897953,0.0
0.06867774213077256,0.03677578557942227,0.023475451974173146,0.010862539224642205,0.00806087007418996,0.18028441209307433,0.06613775322578226,0.020705579680693,0.019157864194580588,0.009968462911043387,0.0073212212119916345,0.2500589984958112,0.0680463543413352,0.042023639942071825,0.03590478162805627,0.015848255241942454,0.010244785023607388,0.20336677627820873,0.06631229824687293,0.030524152162922313,0.018579997705190372,0.01537874087663196,0.009917337655044366,0.31317979718901995,0.23672249601402856,31.2099296875,17.9386171875,-42.22296093749999,-25.73201953125,7.640890736379699,1.2308685642982231,3.7910594484793374,-9.635630374392417,13.17115079106034,9.999570240094958,13.876059750270624,12.271535079102511,1.189320425725107,-5.286993918291572,1.57568761878815,1.070653910180848,1.0
0.017439085635838784,0.007421045497337116,0.004952689743428861,0.002953338316935083,0.0027914194290957397,0.2386587073964967,0.006747962060772305,0.004576686423643805,0.003235518541230881,0.0012943267851423749,0.0007997965594018777,0.165658880185685,0.041910231747430846,0.01943900596100998,0.013120930353189675,0.022557354040066993,0.037048564803054525,0.6927735069531723,0.012341568396295776,0.005576903820585609,0.0033685826608141956,0.002034038281027783,0.0018758908151346046,0.22735610066104173,0.3311117987990989,37.01592578125,29.60775,-23.702652343750003,21.16200390625,8.121427799221507,3.3109844681047806,3.156931055087714,3.8922342557843663,12.94256533498312,5.157203765164385,145.25251337998156,8.741045443965657,2.125211850682213,-1.1967169112425076,51.56896898280394,-1.6193622539192232,2.0
0.037525850115929,0.04358858468117071,0.0256990672905715,0.017110944352518954,0.009367993203394327,0.24695161279075342,0.03371795577814425,0.025159017610859098,0.0215237920353042,0.01250912846074935,0.007482851389839486,0.267954319828682,0.10087695671093604,0.06986306968069449,0.060168724463254546,0.03228185933257115,0.022145528634016524,0.2482593683008492,0.10863367849152938,0.04189136291134515,0.03158302209890266,0.017503026778656602,0.009229225432330655,0.23821619684218612,0.25034537444061766,32.72822265625,46.43821093750001,22.7680078125,29.760375,-0.47484676039404405,1.6732901094775627,6.2198570180919885,4.406673775148768,11.822283700904652,4.98584888389622,16.209782865258376,12.479085322138104,-1.9620158667621244,-1.588666423840486,-1.5828329255244853,4.501389058130304,1.0
0.06171168740736416,0.07982813944782963,0.029039503208955052,0.016506742029254305,0.012255951824373171,0.1516207204060848,0.057351512303847677,0.025049167585474628,0.015320485403627467,0.010484970768760475,0.005220322038740638,0.25971764121801183,0.04334530608972066,0.024357135728972478,0.02023460849832246,0.013661537125109318,0.007373712379668229,0.30636233229950394,0.08186152009731577,0.06809436519655147,0.039553499899116974,0.014796695842764405,0.013467096257736245,0.13745333803207732,0.21378850798891946,23.7693515625,18.7740703125,24.81080859375,5.661015624999999,2.577157089195605,0.13677955874107894,-1.7261827634811195,3.869373849789551,11.629942335383292,4.407679442699422,4.177933640097822,8.315373330724547,-0.261755562595452,-1.229442517210483,-0.17669978063330483,-0.8015856590790219,0.0
0.05889410138617995,0.029317088088725903,0.017706265549459203,0.010611261954649518,0.009597591181925099,0.22565460519233746,0.05902685300294479,0.028998561970477617,0.015465578750949262,0.007546744973185928,0.004821546666866798,0.16972272775354785,0.15990626628526355,0.04142868449246567,0.03358958376665457,0.021314720568654383,0.013488755877981996,0.28412328010228366,0.05853365915680776,0.029246706333007615,0.0173802127004477,0.011988638369737492,0.008871538732842297,0.2571128761104629,0.23415337228965794,26.46448046875,15.01085546875,2.38228125,3.3588320312499995,2.3622167074513385,-5.1595936672386715,8.867680087584645,4.3715314923263415,10.418668576874284,6.795582103505184,18.392105299594437,8.6938976471411,0.09011364471551175,3.626229578705704,-1.3405410292908506,-1.7267427442135217,1.0
0.009038046250757064,0.004418646334892305,0.0019080054916044158,0.0017932735814190004,0.0015809221126671148,0.2834026951213969,0.007000981054898633,0.0011078273001685977,0.0012550561196438847,0.0008925822145375294,0.0006249062972698132,0.37759146963699863,0.11794174977560803,0.02067081902905149,0.01401893900953822,0.017134419983021915,0.026948296062512297,0.493918869226257,0.0047457695197115814,0.0031344416447816837,0.0022144900936786425,0.0011624152812957055,0.0009874492700406735,0.21727665662333115,0.3430474226519959,25.21513671875,33.66472265625,-93.206390625,19.926085937499995,-7.358092966510198,-6.241826359390391,-127.34926993932908,0.5424184657031077,13.206394663912212,6.17773347849398,212.4225319412483,6.3575884510978575,-1.8709095905223183,0.6655786085426394,6.471970526809116,0.3334579929805708,2.0
0.08626771512208202,0.04561054531570406,0.02655576840929953,0.022040305305007477,0.01528754602002082,0.305405649280406,0.07910108449547266,0.04014147322696459,0.028324882867758104,0.015453241338571842,0.007947088691988364,0.22570232326764172,0.12808892252296383,0.05508738872769252,0.03789485660812218,0.020108729419331405,0.010767000586554587,0.2162618582165797,0.07143038196860671,0.05407121179104278,0.025636716242943634,0.024310752619051544,0.014643815724042195,0.3049940981352288,0.2630909822249641,10.00784765625,12.508363281250002,22.762253906249995,6.02338671875,-1.0705958411413903,1.943747787292292,-5.1276862441405875,1.1467605567517927,14.282856998100012,6.883861498389679,10.453456200640527,9.14897273183507,0.2126034230652074,-0.1975217325343408,4.684493754695293,1.2319770539632646,0.0
0.0695680714424482,0.06480041628791045,0.019603806813468884,0.014491543862641322,0.011655741490423822,0.1716901316075605,0.057673173986761805,0.030272879830141382,0.015770391277538823,0.011131318833089644,0.007905100928194434,0.24175252567377342,0.03864023134946889,0.024962693139688186,0.0163533486529253,0.012279311428957185,0.007894324027143785,0.2971972555680992,0.0843329646155754,0.06518050523159001,0.03511605506881223,0.016005631204075735,0.011035163757852396,0.15958146096612028,0.21755534345388833,24.57807421875,16.809484375,26.670484375,8.340832031250002,-0.8781034413649847,1.4322314027881404,-3.521808148799849,-2.9551242764388226,10.284287916032975,4.431587224166053,3.7343686497615214,7.737629501195102,1.8687249502014855,-0.8625512769911512,-0.17992524902812423,3.6991883527721696,0.0
0.23328760150441333,0.0310027857973986,0.01423273000503259,0.008675466019863447,0.006113911308524176,0.19178015516829866,0.019797858272059633,0.01587507387410436,0.008452695511983481,0.004830475709267791,0.002916277815055986,0.19854994030359996,0.09278569237999403,0.019589063805720487,0.022193874642788037,0.009147828588800911,0.007372865427785651,0.21893169788372216,0.25297675202622966,0.03619299209880476,0.01465138769768623,0.008388802471418193,0.005795900732847048,0.16498652394759242,0.1935620793258033,27.6222265625,37.044496093750006,28.686531249999994,17.169964843750005,-1.1578116783554506,1.433711025674313,-4.936694557852103,4.170532172678856,44.65218442733428,6.489364909458814,20.0395476614081,48.42814483722296,48.714359379593006,-0.31538822694028656,6.730400446929192,55.593808264700094,1.0
0.17317795113873788,0.07076874471306256,0.015714154432380525,0.005172825872630257,0.0037865484612484156,0.05981258851350966,0.07590419039579287,0.032325376858148736,0.009030372466106803,0.004394944322783681,0.0025836619306300766,0.106269094998868,0.07838712270274234,0.027058970805599485,0.020404298800112384,0.01192833811900938,0.006521454153228847,0.25131194934839823,0.18241307080543287,0.07100359534204481,0.015551957447003417,0.004300099475434777,0.0034057211334069196,0.04967965263028425,0.11676832137276504,32.19794921875,41.95025,43.474195312499994,29.417046875,32.20855408004816,9.559454797585891,-8.547947893907107,38.07195829740892,41.50642143100604,19.756581141849534,21.796703619171872,42.19349150187958,-23.33563446519848,3.272795049594521,-10.2226637783427,-25.858023662208726,1.0
0.15373682632725758,0.04321556492336802,0.006639466243504028,0.0031491890089952097,0.0020208111735834106,0.06316565790113993,0.02430870048309271,0.010508120077759394,0.004890436048796205,0.003248645020753488,0.0017060613086844303,0.21095705577847126,0.11550650503131968,0.046473442078872454,0.01265708946699461,0.009112655674143391,0.005438492895095528,0.15410823017622838,0.15064226399241967,0.04437516186695746,0.0052103690666426864,0.003549804655929055,0.00196122381724651,0.07158808226940686,0.1249547565313116,24.156582031250004,22.12906640625,45.46545703125,-2.5062695312500014,33.30997439575745,2.4120321482161766,-38.60760592631637,34.12962281714181,45.38504151392268,8.73530858529098,37.35522329727177,43.60269115640128,-37.302458239682366,1.4940099748318267,-23.724521669175424,-41.27394568112246,1.0
0.06256093793482968,0.04647307890424763,0.022086155803786804,0.01397025616119927,0.011154031597444766,0.20376616592244723,0.06445392529197098,0.035497418009086304,0.021574241298663335,0.013767090366582664,0.006108529342568434,0.24122041155200372,0.19464621014309239,0.08951374488587015,0.04269274690965355,0.024035421362726645,0.014347175885233845,0.1818007515028013,0.09674196115310874,0.03709331376473462,0.017309624412000357,0.011989876577418073,0.00830728251577236,0.22038618855988193,0.21179337938428353,25.56608203125001,22.41903125,20.4143359375,22.8576875,1.1892657888668552,-4.078600977702826,-14.54802383301493,-0.8358890080066139,18.11628607024245,7.623744923274696,20.64954573352843,11.12276085021296,1.2184279906904116,-2.2208081578742807,-0.4332274132579137,1.237970890453388,0.0
0.10041309895338117,0.06076786453173176,0.02747441752854822,0.020515648024536613,0.018597265615141252,0.23248963032134437,0.0814178684368474,0.044508350656263414,0.015489087298311326,0.012725222332710404,0.010434741491232651,0.21209256051540482,0.06131935133628984,0.03206365968026829,0.02141711330386174,0.021732801755476105,0.014823596711452173,0.4063590367867014,0.07476669272042255,0.056667647813987296,0.029104823434957287,0.022054748313122218,0.019165380071235895,0.25712785074433603,0.27701726959194667,13.59940625,16.660703125,20.63753515625,-0.17166406249999963,0.5088186004016091,-0.8477772409668417,2.426881083330109,5.870993640449782,10.255878440062611,6.185372158929825,5.974485749271976,8.973042385698411,-1.0026282393060253,1.714095759757864,-1.843644324121961,-0.14382327934521655,0.0
0.08087920127235293,0.03869065356550302,0.020200408177972976,0.009277543863533286,0.007952357237075968,0.15753470992312546,0.03787997377466788,0.01649906356189315,0.014715725507533188,0.01101426922656944,0.006089447081060858,0.3528428899257632,0.10110965868106536,0.03594764327839079,0.024664326271846535,0.015829356541536437,0.011751265713656664,0.2611546119418671,0.08905452491210884,0.03526920137184326,0.014081376278549662,0.012277171189083003,0.009678325655151355,0.24876957887860462,0.2550754476673401,30.202875,19.22036718750001,-37.59571093750001,-25.947574218749995,-9.66520448500643,1.3313886766127927,5.418157768428308,9.190767054733149,14.036790447540108,6.426946446447463,15.373573404437188,13.418460188313196,-0.05597364638500757,-1.2754557069195371,1.3086297779147191,1.5836944883400008,1.0
0.006514375871951893,0.002656706677365109,0.002122309862792441,0.001198498606770076,0.0008814620833087731,0.25073105850185473,0.0023957561843836886,0.0009205034410149573,0.0006302149027588503,0.0006173081577467359,0.0005825279966488435,0.39782229824352733,0.12831169141007104,0.014664639500521893,0.010621703319493284,0.015450630703120877,0.018843948402563857,0.6110025404049789,0.002757503560105394,0.002140124430194344,0.0008646164892174932,0.0008299184132072807,0.000507759602267534,0.2761110938895156,0.3839167477599691,26.45303515625,31.97478515625,2.2678281249999963,19.990949218750004,-0.8924045053126122,1.0399955148202051,-120.14611152566341,-1.7092708120454638,12.834133554626792,3.8796052249890263,346.12423702450303,5.794725334845507,-2.595541410902479,-0.5641214017361955,-6.74728732913934,-1.3317615078473999,2.0
0.01088736544390319,0.0050876223799877374,0.003755363319923625,0.0023824183185785284,0.001656711355117389,0.26938287774508796,0.0035873551255455895,0.002203087024758759,0.001302407505462919,0.001291825735892618,0.0008967808604098148,0.3684094541596076,0.18164313148796415,0.0361015301973469,0.019467451020409518,0.035888156053916195,0.022377419915438717,0.6458191143395376,0.01118892542389201,0.006554112802416484,0.002648739699369333,0.002246130380972285,0.0010511312324832816,0.24404241381926425,0.38191346501587436,31.39302734375,34.263644531249994,117.584234375,27.52302734375,-1.9908704957982553,-0.30919192957610875,-50.806384545615806,-2.4382599917630223,8.897357559040529,3.469186832579904,144.83349604625852,8.814455303324378,-3.8499126589720314,-0.37492416332631473,48.06113279024014,-3.850745079795259,2.0
0.07175744193335577,0.0898172711998183,0.029867312711777942,0.016653445230900645,0.011983754668669844,0.13914328431736134,0.053801026478872416,0.045203636004292655,0.015334242869669888,0.014719086128417767,0.006790458124557485,0.24313443529507398,0.05339192743499928,0.03805788841357966,0.02006954873462342,0.016654212446097494,0.009914828446859076,0.28650714285739787,0.09122966489203745,0.11725136676966245,0.04586432447922485,0.019662364009082146,0.012590890541694141,0.12054170458301441,0.19733164176321188,23.458457031249996,22.93205859375,30.570972656250003,10.91767578125,-0.3825093121671372,0.39011875554181685,0.7265611606526788,-0.7773399140217467,10.290370006940282,4.621783720998852,4.630444399526991,10.009144331496667,1.4932335217366166,2.3021561056549102,1.604062945688841,2.1997498745385684,0.0
0.07566537449709944,0.0753173454649833,0.021069457398612514,0.011378340819107753,0.009190340114334066,0.11804751722798297,0.06329443562834078,0.027407227873728502,0.015157166066551172,0.009753555538821252,0.004081751833641337,0.22914284671030505,0.09287344396456285,0.038083661078310925,0.025254551175262003,0.01248491047622755,0.007418150189401007,0.19711186849380627,0.05343876208907137,0.04566208367162007,0.026635356253156564,0.010908742352244462,0.0052841568469194486,0.15088489272513392,0.17379678128930706,24.6333984375,26.18792578125,18.4879140625,-19.4110703125,1.7532621925677176,-6.169770303413404,-9.162308134497556,-0.8994354400597082,18.593041620251217,7.797281660181739,11.175090013184269,9.489186552417292,0.12703651462095067,-3.002437960652099,2.0869558403227018,-1.6001828640427966,0.0
0.09964885841459062,0.009421181279830193,0.004656686460118206,0.0025023201496697615,0.0022047984980521637,0.17773589438371507,0.008841083785497745,0.003986319488289334,0.0018375765031963115,0.001304221328398711,0.0010478621494148617,0.22390465517412064,0.06208635827840275,0.024648575724615696,0.020365708013941768,0.020602055677125232,0.016849896566895717,0.457668017751018,0.10406971001211274,0.012633226040373438,0.00567929026859617,0.0030644530082587747,0.002030444648054764,0.1673328571399401,0.25666035611219845,35.35269921875,35.90200390625,42.736078125000006,18.337289062500005,-23.334705554763424,-1.0922920744663287,-53.07777654632264,-22.128210624537655,74.62598388575344,8.316407423062211,216.97606205776287,79.32636421522227,91.27733175013572,6.5436657176351565,6.437238828014046,104.06883036955068,2.0
0.07228863730733995,0.035579256123725936,0.024675671727435487,0.018901617554000355,0.01189865145075742,0.3136889303354414,0.07762429338373025,0.04397978394020987,0.01846581462100398,0.015511812443502642,0.00686668222536783,0.24840123883284124,0.19157985297883573,0.0630417243516425,0.039799965649539894,0.028241350947123687,0.010648609868325788,0.2746072758967992,0.10028064528590681,0.026050260102829136,0.020193306243851558,0.012371453231065586,0.011261353034576848,0.26752231036876345,0.2760549388584613,30.42793359375,33.237421875,25.918976562499996,34.70992578124999,-5.481511672158398,0.6220746908554631,13.772637348848512,-6.482533771071221,18.881292675392046,8.713946873410181,18.288341891821567,10.900750527177019,-1.5568161885131246,1.0931872343163587,-7.404377233963622,-4.008279467513969,0.0
